6 10180
10 10430
20 10989
30 10802
40 10589
50 10902
60 10801
70 10962
80 10891
90 10799
6 10373
10 10563
20 10543
30 10909
40 10633
50 10651
60 10918
70 10975
80 10819
90 10809
